State,Medical School,Course,Class,Required or Recommended?,Additional Info,Credit Hours,Lab?,Pass/Fail,AP Credit,Online Course,Community College
DC,Howard University College of Medicine,Sociology,BESS,Required,"1 year of humanities courses or social sciences, which may be additional English course work, Languages, Art, Music, History, Philosophy, Religion, Sociology, Psychology, etc.",6,-1,1,1.0,1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Biochemistry,CHEM,Recommended,Biochemistry is strongly recommended. One semester of biochemistry may be substituted for the second semester of organic chemistry.,4,1,-1,-1.0,-1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Biology,BIOL,Required,The Admissions Committee prefers this course be taken within 5 years of the application date.,8,1,-1,1.0,-1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Chemistry,CHEM,Required,Organic Chemistry 1 & 2,8,1,-1,-1.0,-1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Genetics,BIOL,Recommended,,4,1,-1,-1.0,1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Mathematics,MATH,Required,,6,-1,-1,1.0,0.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Physical Chemistry,CHEM,Required,General Chemistry 1 & 2,8,1,-1,1.0,-1.0,1.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Physics,PHYS,Required,,8,1,-1,1.0,-1.0,0.0
FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Psychology,BESS,Recommended,,3,-1,-1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Biochemistry,CHEM,Required,Organic Chemistry with laboratory (satisfied by either Organic Chemistry 1 and 2 or Organic Chemistry 1 and Biochemistry) - 2 semesters,8,1,1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Biology,BIOL,Required,,8,1,1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Chemistry,CHEM,Required,,8,1,1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Composition & Rhetoric,ENGL,Required,"2 Semesters Writing Intensive Courses (i.e. English, Humanities, Social Sciences)",6,-1,1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Mathematics,MATH,Required,2 semesters satisfied by any Mathematics or Statistics Courses,6,-1,1,1.0,1.0,1.0
FL,Florida International University Herbert Wertheim College of Medicine,Physics,PHYS,Required,,8,1,1,1.0,1.0,1.0
FL,Florida State University College of Medicine,Biochemistry,CHEM,Required,"The Biochemistry course MUST require at least one Organic Chemistry course as a pre-requisite. Additionally, one credit of Biochemistry Lab is PREFERRED, but not required.",3,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Biology,BIOL,Required,,8,1,0,1.0,0.0,1.0
FL,Florida State University College of Medicine,Cell Biology,BIOL,Recommended,,3,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Chemistry,CHEM,Required,Organic Chemistry is the required Chemistry course,4,1,0,1.0,0.0,1.0
FL,Florida State University College of Medicine,Composition & Rhetoric,ENGL,Required,,6,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Genetics,BIOL,Recommended,,3,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Mathematics,MATH,Required,College level mathematics is required. Statistics is recommended as 3 of the required 6 credit hours,6,1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Physics,PHYS,Required,,8,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Psychology,BESS,Recommended,,3,-1,0,1.0,1.0,1.0
FL,Florida State University College of Medicine,Sociology,BESS,Recommended,,3,-1,0,,,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Biochemistry,CHEM,Required,Biochemistry: 1 semester with or without lab,,-1,-1,1.0,0.0,1.0
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Biology,BIOL,Required,Introduction to Biology: 2 semesters (or equivalent) with lab,,1,-1,1.0,0.0,1.0
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Chemistry,CHEM,Required,General Chemistry: 2 semesters (or equivalent) with labOrganic Chemistry: 2 semesters (or equivalent) with lab,,1,-1,1.0,0.0,1.0
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Mathematics,MATH,Required,Mathematics (college level): 1 semester (or equivalent). Calculus is not required. Statistics is acceptable.,,-1,0,1.0,0.0,1.0
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Physics,PHYS,Required,General Physics: 2 semesters (or equivalent) with or without lab,,-1,-1,1.0,0.0,1.0
FL,University of Central Florida College of Medicine,Anatomy,BIOL,Recommended,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Anthropology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Biochemistry,CHEM,Recommended,"Labs are encouraged but not required, depending on availability at the primary undergraduate institution.",3,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Biology,BIOL,Required,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Cell Biology,BIOL,Recommended,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Chemistry,CHEM,Required,General Chemistry I and II,8,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Composition & Rhetoric,ENGL,Required,Earned credit through the second level of English Composition.,6,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Genetics,BIOL,Recommended,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Mathematics,MATH,Required,College Algebra level or higher.,6,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Microbiology,BIOL,Recommended,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Organic Chemistry,CHEM,Required,,4,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Physics,PHYS,Required,Algebra or Calculus-based courses are accepted,8,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Physiology,BIOL,Recommended,,,1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Psychology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Sociology,BESS,Recommended,,,-1,1,1.0,1.0,1.0
FL,University of Central Florida College of Medicine,Statistics,MATH,Recommended,,,-1,1,1.0,1.0,1.0
FL,University of Florida College of Medicine,Biochemistry,CHEM,Required,"An upper division biochemistry is required. The course should be appropriate to a biology or chemistry major, or premedical track, and have at least biology I and organic chemistry I as prerequisites.",3,-1,-1,-1.0,1.0,-1.0
FL,University of Florida College of Medicine,Biology,BIOL,Required,General Biology I and II with Labs or equivalent accelerated course or sequence approved by the undergraduate institution for a premedical track or biological sciences major.,8,1,-1,0.0,1.0,1.0
FL,University of Florida College of Medicine,Chemistry,CHEM,Required,"General Chemistry I and II with Labs or equivalent accelerated course or sequence approved by the undergraduate institution for a premedical, biology or chemistry track.",8,1,-1,0.0,1.0,1.0
FL,University of Florida College of Medicine,Physics,PHYS,Required,"General Physics I and II with Labs or equivalent accelerated course or sequence approved by the undergraduate institution to meet the physics requirement of a premedical track, or of a biology, chemistry, physics or engineering major.",8,1,-1,0.0,1.0,1.0
FL,University of Miami Leonard M. Miller School of Medicine,Biochemistry,CHEM,Required,"Biochemistry +/- Lab. This means a biochemistry course is required, but a biochemistry lab is only recommended.",,-1,-1,1.0,1.0,0.0
FL,University of Miami Leonard M. Miller School of Medicine,Biology,BIOL,Required,Biology + Lab: 2 semesters/3 quarters,,1,-1,1.0,1.0,0.0
FL,University of Miami Leonard M. Miller School of Medicine,Chemistry,CHEM,Required,Chemistry + Lab: 2 Semesters/3 Quarters &Organic Chemistry + Lab: 2 Semesters/3 Quarters,,1,-1,1.0,1.0,0.0
FL,University of Miami Leonard M. Miller School of Medicine,Composition & Rhetoric,ENGL,Required,English: 2 Semesters/3 Quarters,,-1,-1,1.0,1.0,1.0
FL,University of Miami Leonard M. Miller School of Medicine,Physics,PHYS,Required,Physics + Lab: 2 semesters/3 quarters,,1,-1,1.0,1.0,0.0
FL,University of Miami Leonard M. Miller School of Medicine,Psychology,BESS,Required,"Required: 2 Semesters/3 Quarters of Behavioral Science. Behavioral science may include such courses as anthropology, economics, family studies, psychology, and sociology.",,-1,-1,1.0,1.0,0.0
FL,USF Health Morsani College of Medicine,Biochemistry,CHEM,Required,,3,-1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Biology,BIOL,Required,,8,1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Genetics,BIOL,Recommended,,,-1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Mathematics,MATH,Required,,6,-1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Physics,PHYS,Required,,8,1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Psychology,BESS,Recommended,,,-1,-1,1.0,0.0,1.0
FL,USF Health Morsani College of Medicine,Zoology,BIOL,Recommended,,,-1,-1,1.0,0.0,1.0
GA,Emory University School of Medicine,Biology,BIOL,Required,Two semesters of Biology with lab,8,1,1,1.0,1.0,1.0
GA,Emory University School of Medicine,Chemistry,CHEM,Required,Two semesters of Chemistry with lab (8 hours) and two semesters of Organic Chemistry with lab (8 hours),16,1,1,1.0,1.0,1.0
GA,Emory University School of Medicine,Physics,PHYS,Required,Physics I and II,8,1,1,1.0,1.0,1.0
GA,Medical College of Georgia at Augusta University,Biology,BIOL,Required,"One academic year of General Biology or Zoology in college. If a student places out of general biology using AP credit and chooses to use the AP credit and not take a general biology course in college, the student must substitute one academic year of advanced Biology courses with lab.  Students must complete the laboratory requirement in college. Online coursework from a regionally accredited institution is acceptable. It must appear on the official transcript. Letter grades are preferred but pass/fail is acceptable if the coursework was completed at a regionally accredited institution.",,1,1,-1.0,1.0,1.0
GA,Medical College of Georgia at Augusta University,Chemistry,CHEM,Required,"One academic year of Chemistry during college. Of the year, one semester must be Organic Chemistry and one semester must be Biochemistry. AP credit may NOT be used to place out of this requirement. Online coursework is acceptable from a regionally accredited institution. It must appear on the official transcript. Letter grades are preferred but pass/fail is acceptable if the coursework was completed at a regionally accredited institution.",,-1,1,-1.0,1.0,1.0
GA,Medical College of Georgia at Augusta University,Literature,ENGL,Required,"One academic year of English. English, English-based Composition, Writing, Literature, or Communication are acceptable. Humanities courses may be used to meet one semester of this requirement. AP credit may be used to place out of this requirement. Online coursework is acceptable from a regionally accredited institution. It must appear on the official transcript. Letter grades are preferred but pass/fail is acceptable if the coursework was completed at a regionally accredited institution.",,-1,1,1.0,1.0,1.0
GA,Medical College of Georgia at Augusta University,Physics,PHYS,Required,One academic year of Physics with 2 semesters of lab. AP credit may be used to place out of this requirement. Online coursework is acceptable from a regionally accredited institution. It must appear on the official transcript. Letter grades are preferred but pass/fail is acceptable if the coursework was completed at a regionally accredited institution.,,1,1,1.0,1.0,1.0
GA,Medical College of Georgia at Augusta University,Statistics,MATH,Required,"One semester of Probability, Statistics, Biostatistics, or equivalent. Statistics, Probability or Biostatistics courses that have a STAT or MATH course number will automatically meet this requirement. Other courses that have a different prefix must be approved as equivalent by the undergraduate institution where the course was taken through the Pre-Med or Pre-Health advisor. If such an advisor is not available, the approval may be granted by any Math or Science chair at the institution. AP credit may be used to place out of this requirement. Online coursework is acceptable from a regionally accredited institution. It must appear on the official transcript. Letter grades are preferred but pass/fail is acceptable if the coursework was completed at a regionally accredited institution.",,-1,1,1.0,1.0,1.0
